Timestamp,Phenomenon_Type,Phrase_English,Provider,Model,Rep,S1_Truth_T,S1_Indet_I,S1_Falsity_F,S2_Truth_T,S2_Indet_I,S2_Falsity_F,S3_Truth_T,S3_Indet_I,S3_Falsity_F,Status,S1_Sum_TIF
2026-04-30 00:31,Paradox (Logical),This sentence is false.,OpenAI,gpt-4o,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Success,1.0
2026-04-30 00:31,Paradox (Logical),This sentence is false.,OpenAI,gpt-4o,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Success,1.0
2026-04-30 00:31,Paradox (Logical),This sentence is false.,OpenAI,gpt-4o,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Success,1.0
2026-04-30 00:31,Paradox (Logical),This sentence is false.,OpenAI,gpt-4o,4,0.1,0.9,0.1,0.0,1.0,0.0,0.0,0.0,1.0,Success,1.1
2026-04-30 00:31,Paradox (Logical),This sentence is false.,OpenAI,gpt-4o,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Success,1.0
2026-04-30 00:31,Ignorance (Epistemic),The number of stars in the universe is even.,OpenAI,gpt-4o,1,0.1,0.9,0.1,0.0,1.0,0.0,0.5,1.0,0.5,Success,1.1
2026-04-30 00:32,Ignorance (Epistemic),The number of stars in the universe is even.,OpenAI,gpt-4o,2,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,Success,1.0
2026-04-30 00:32,Ignorance (Epistemic),The number of stars in the universe is even.,OpenAI,gpt-4o,3,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,Success,1.0
2026-04-30 00:32,Ignorance (Epistemic),The number of stars in the universe is even.,OpenAI,gpt-4o,4,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,Success,1.0
2026-04-30 00:32,Ignorance (Epistemic),The number of stars in the universe is even.,OpenAI,gpt-4o,5,0.1,0.9,0.1,0.0,1.0,0.0,0.5,1.0,0.5,Success,1.1
2026-04-30 00:32,Vagueness (Fuzzy),"John is 1.75 meters tall, therefore John is tall.",OpenAI,gpt-4o,1,0.3,0.5,0.4,0.2,0.6,0.2,0.3,0.8812908992306927,0.7,Success,1.2000000000000002
2026-04-30 00:32,Vagueness (Fuzzy),"John is 1.75 meters tall, therefore John is tall.",OpenAI,gpt-4o,2,0.5,0.4,0.3,0.2,0.5,0.3,0.3,0.8812908992306927,0.7,Success,1.2
2026-04-30 00:32,Vagueness (Fuzzy),"John is 1.75 meters tall, therefore John is tall.",OpenAI,gpt-4o,3,0.5,0.4,0.3,0.2,0.7,0.1,0.3,0.8812908992306927,0.7,Success,1.2
2026-04-30 00:32,Vagueness (Fuzzy),"John is 1.75 meters tall, therefore John is tall.",OpenAI,gpt-4o,4,0.4,0.5,0.3,0.2,0.6,0.2,0.3,0.8812908992306927,0.7,Success,1.2
2026-04-30 00:32,Vagueness (Fuzzy),"John is 1.75 meters tall, therefore John is tall.",OpenAI,gpt-4o,5,0.4,0.5,0.3,0.2,0.7,0.1,0.3,0.8812908992306927,0.7,Success,1.2
2026-04-30 00:32,Contradiction (Ethical),Lying to save an innocent life is morally right and wrong at the same time.,OpenAI,gpt-4o,1,0.7,0.8,0.5,0.4,0.5,0.1,0.8,0.7219280948873623,0.2,Success,2.0
2026-04-30 00:32,Contradiction (Ethical),Lying to save an innocent life is morally right and wrong at the same time.,OpenAI,gpt-4o,2,0.7,0.8,0.5,0.2,0.7,0.1,0.7,0.8812908992306927,0.3,Success,2.0
2026-04-30 00:32,Contradiction (Ethical),Lying to save an innocent life is morally right and wrong at the same time.,OpenAI,gpt-4o,3,0.6,0.7,0.5,0.2,0.7,0.1,0.7,0.8812908992306927,0.3,Success,1.7999999999999998
2026-04-30 00:32,Contradiction (Ethical),Lying to save an innocent life is morally right and wrong at the same time.,OpenAI,gpt-4o,4,0.7,0.8,0.6,0.3,0.5,0.2,0.8,0.7219280948873623,0.2,Success,2.1
2026-04-30 00:32,Contradiction (Ethical),Lying to save an innocent life is morally right and wrong at the same time.,OpenAI,gpt-4o,5,0.7,0.8,0.6,0.3,0.6,0.1,0.7,0.8812908992306927,0.3,Success,2.1
2026-04-30 00:32,Contingency (Future),It will rain in New York tomorrow.,OpenAI,gpt-4o,1,0.4,0.5,0.3,0.3,0.6,0.1,0.5,1.0,0.5,Success,1.2
2026-04-30 00:32,Contingency (Future),It will rain in New York tomorrow.,OpenAI,gpt-4o,2,0.6,0.4,0.3,0.3,0.6,0.1,0.3,0.8812908992306927,0.7,Success,1.3
2026-04-30 00:32,Contingency (Future),It will rain in New York tomorrow.,OpenAI,gpt-4o,3,0.5,0.4,0.5,0.3,0.6,0.1,0.5,1.0,0.5,Success,1.4
2026-04-30 00:32,Contingency (Future),It will rain in New York tomorrow.,OpenAI,gpt-4o,4,0.5,0.4,0.5,0.3,0.6,0.1,0.3,0.8812908992306927,0.7,Success,1.4
2026-04-30 00:32,Contingency (Future),It will rain in New York tomorrow.,OpenAI,gpt-4o,5,0.5,0.4,0.3,0.3,0.6,0.1,0.5,1.0,0.5,Success,1.2
2026-04-30 00:32,Paradox (Logical),This sentence is false.,OpenAI,gpt-4-turbo,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Success,1.0
2026-04-30 00:32,Paradox (Logical),This sentence is false.,OpenAI,gpt-4-turbo,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Success,1.0
2026-04-30 00:32,Paradox (Logical),This sentence is false.,OpenAI,gpt-4-turbo,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Success,1.0
2026-04-30 00:33,Paradox (Logical),This sentence is false.,OpenAI,gpt-4-turbo,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Success,1.0
2026-04-30 00:33,Paradox (Logical),This sentence is false.,OpenAI,gpt-4-turbo,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Success,1.0
2026-04-30 00:33,Ignorance (Epistemic),The number of stars in the universe is even.,OpenAI,gpt-4-turbo,1,0.5,1.0,0.5,0.495,0.01,0.495,0.5,1.0,0.5,Success,2.0
2026-04-30 00:33,Ignorance (Epistemic),The number of stars in the universe is even.,OpenAI,gpt-4-turbo,2,0.5,1.0,0.5,0.49,0.02,0.49,0.5,1.0,0.5,Success,2.0
2026-04-30 00:33,Ignorance (Epistemic),The number of stars in the universe is even.,OpenAI,gpt-4-turbo,3,0.5,0.5,0.5,0.49,0.02,0.49,0.5,1.0,0.5,Success,1.5
2026-04-30 00:33,Ignorance (Epistemic),The number of stars in the universe is even.,OpenAI,gpt-4-turbo,4,0.5,0.5,0.5,0.5,0.49,0.01,0.5,1.0,0.5,Success,1.5
2026-04-30 00:33,Ignorance (Epistemic),The number of stars in the universe is even.,OpenAI,gpt-4-turbo,5,0.5,0.5,0.5,0.25,0.5,0.25,0.5,1.0,0.5,Success,1.5
2026-04-30 00:33,Vagueness (Fuzzy),"John is 1.75 meters tall, therefore John is tall.",OpenAI,gpt-4-turbo,1,0.7,0.3,0.2,0.6,0.2,0.2,0.5,1.0,0.5,Success,1.2
2026-04-30 00:33,Vagueness (Fuzzy),"John is 1.75 meters tall, therefore John is tall.",OpenAI,gpt-4-turbo,2,0.7,0.3,0.2,0.7,0.1,0.2,0.5,1.0,0.5,Success,1.2
2026-04-30 00:33,Vagueness (Fuzzy),"John is 1.75 meters tall, therefore John is tall.",OpenAI,gpt-4-turbo,3,0.6,0.4,0.2,0.6,0.2,0.2,0.6,0.9709505944546686,0.4,Success,1.2
2026-04-30 00:33,Vagueness (Fuzzy),"John is 1.75 meters tall, therefore John is tall.",OpenAI,gpt-4-turbo,4,0.6,0.3,0.1,0.4,0.1,0.5,0.5,1.0,0.5,Success,0.9999999999999999
2026-04-30 00:33,Vagueness (Fuzzy),"John is 1.75 meters tall, therefore John is tall.",OpenAI,gpt-4-turbo,5,0.6,0.4,0.1,0.6,0.1,0.3,0.5,1.0,0.5,Success,1.1
2026-04-30 00:33,Contradiction (Ethical),Lying to save an innocent life is morally right and wrong at the same time.,OpenAI,gpt-4-turbo,1,0.7,0.5,0.4,0.25,0.5,0.25,0.5,1.0,0.5,Success,1.6
2026-04-30 00:34,Contradiction (Ethical),Lying to save an innocent life is morally right and wrong at the same time.,OpenAI,gpt-4-turbo,2,0.7,0.5,0.3,0.25,0.5,0.25,0.4,0.9709505944546686,0.6,Success,1.5
